EMPLOYEE_ID,FIRST_NAME,LAST_NAME,EMAIL,PHONE_NUMBER,HIRE_DATE,JOB_ID,SALARY,COMMISSION_PCT,DEPARTMENT_ID,REGION_ID,REGION_NAME,COUNTRY_ID,COUNTRY_NAME,LOCATION_ID,STREET_ADDRESS,POSTAL_CODE,CITY,STATE_PROVINCE,DEPARTMENT_NAME,MANAGER_ID,JOB_TITLE,MIN_SALARY,MAX_SALARY,START_DATE,END_DATE
126,Irene,Mikkilineni,IMIKKILI,650.124.1224,1987-07-13,ST_CLERK,2700,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1999-01-01,1999-12-31
127,James,Landry,JLANDRY,650.124.1334,1987-07-14,ST_CLERK,2400,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1998-03-24,1999-12-31
127,James,Landry,JLANDRY,650.124.1334,1987-07-14,ST_CLERK,2400,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1999-01-01,1999-12-31
128,Steven,Markle,SMARKLE,650.124.1434,1987-07-15,ST_CLERK,2200,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1998-03-24,1999-12-31
128,Steven,Markle,SMARKLE,650.124.1434,1987-07-15,ST_CLERK,2200,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1999-01-01,1999-12-31
129,Laura,Bissot,LBISSOT,650.124.5234,1987-07-16,ST_CLERK,3300,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1998-03-24,1999-12-31
129,Laura,Bissot,LBISSOT,650.124.5234,1987-07-16,ST_CLERK,3300,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1999-01-01,1999-12-31
130,Mozhe,Atkinson,MATKINSO,650.124.6234,1987-07-17,ST_CLERK,2800,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1998-03-24,1999-12-31
130,Mozhe,Atkinson,MATKINSO,650.124.6234,1987-07-17,ST_CLERK,2800,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1999-01-01,1999-12-31
131,James,Marlow,JAMRLOW,650.124.7234,1987-07-18,ST_CLERK,2500,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1998-03-24,1999-12-31
131,James,Marlow,JAMRLOW,650.124.7234,1987-07-18,ST_CLERK,2500,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1999-01-01,1999-12-31
132,TJ,Olson,TJOLSON,650.124.8234,1987-07-19,ST_CLERK,2100,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1998-03-24,1999-12-31
132,TJ,Olson,TJOLSON,650.124.8234,1987-07-19,ST_CLERK,2100,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1999-01-01,1999-12-31
133,Jason,Mallin,JMALLIN,650.127.1934,1987-07-20,ST_CLERK,3300,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1998-03-24,1999-12-31
133,Jason,Mallin,JMALLIN,650.127.1934,1987-07-20,ST_CLERK,3300,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1999-01-01,1999-12-31
134,Michael,Rogers,MROGERS,650.127.1834,1987-07-21,ST_CLERK,2900,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1998-03-24,1999-12-31
134,Michael,Rogers,MROGERS,650.127.1834,1987-07-21,ST_CLERK,2900,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1999-01-01,1999-12-31
135,Ki,Gee,KGEE,650.127.1734,1987-07-22,ST_CLERK,2400,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1998-03-24,1999-12-31
135,Ki,Gee,KGEE,650.127.1734,1987-07-22,ST_CLERK,2400,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1999-01-01,1999-12-31
136,Hazel,Philtanker,HPHILTAN,650.127.1634,1987-07-23,ST_CLERK,2200,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1998-03-24,1999-12-31
136,Hazel,Philtanker,HPHILTAN,650.127.1634,1987-07-23,ST_CLERK,2200,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1999-01-01,1999-12-31
137,Renske,Ladwig,RLADWIG,650.121.1234,1987-07-24,ST_CLERK,3600,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1998-03-24,1999-12-31
137,Renske,Ladwig,RLADWIG,650.121.1234,1987-07-24,ST_CLERK,3600,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1999-01-01,1999-12-31
138,Stephen,Stiles,SSTILES,650.121.2034,1987-07-25,ST_CLERK,3200,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1998-03-24,1999-12-31
138,Stephen,Stiles,SSTILES,650.121.2034,1987-07-25,ST_CLERK,3200,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1999-01-01,1999-12-31
139,John,Seo,JSEO,650.121.2019,1987-07-26,ST_CLERK,2700,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1998-03-24,1999-12-31
139,John,Seo,JSEO,650.121.2019,1987-07-26,ST_CLERK,2700,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1999-01-01,1999-12-31
140,Joshua,Patel,JPATEL,650.121.1834,1987-07-27,ST_CLERK,2500,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1998-03-24,1999-12-31
140,Joshua,Patel,JPATEL,650.121.1834,1987-07-27,ST_CLERK,2500,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1999-01-01,1999-12-31
141,Trenna,Rajs,TRAJS,650.121.8009,1987-07-28,ST_CLERK,3500,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1998-03-24,1999-12-31
141,Trenna,Rajs,TRAJS,650.121.8009,1987-07-28,ST_CLERK,3500,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1999-01-01,1999-12-31
142,Curtis,Davies,CDAVIES,650.121.2994,1987-07-29,ST_CLERK,3100,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1998-03-24,1999-12-31
142,Curtis,Davies,CDAVIES,650.121.2994,1987-07-29,ST_CLERK,3100,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1999-01-01,1999-12-31
143,Randall,Matos,RMATOS,650.121.2874,1987-07-30,ST_CLERK,2600,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1998-03-24,1999-12-31
143,Randall,Matos,RMATOS,650.121.2874,1987-07-30,ST_CLERK,2600,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1999-01-01,1999-12-31
144,Peter,Vargas,PVARGAS,650.121.2004,1987-07-31,ST_CLERK,2500,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1998-03-24,1999-12-31
144,Peter,Vargas,PVARGAS,650.121.2004,1987-07-31,ST_CLERK,2500,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1999-01-01,1999-12-31
180,Winston,Taylor,WTAYLOR,650.507.9876,1987-09-05,SH_CLERK,3200,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1998-03-24,1999-12-31
180,Winston,Taylor,WTAYLOR,650.507.9876,1987-09-05,SH_CLERK,3200,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1999-01-01,1999-12-31
181,Jean,Fleaur,JFLEAUR,650.507.9877,1987-09-06,SH_CLERK,3100,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1998-03-24,1999-12-31
181,Jean,Fleaur,JFLEAUR,650.507.9877,1987-09-06,SH_CLERK,3100,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1999-01-01,1999-12-31
182,Martha,Sullivan,MSULLIVA,650.507.9878,1987-09-07,SH_CLERK,2500,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1998-03-24,1999-12-31
182,Martha,Sullivan,MSULLIVA,650.507.9878,1987-09-07,SH_CLERK,2500,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1999-01-01,1999-12-31
183,Girard,Geoni,GGEONI,650.507.9879,1987-09-08,SH_CLERK,2800,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1998-03-24,1999-12-31
183,Girard,Geoni,GGEONI,650.507.9879,1987-09-08,SH_CLERK,2800,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1999-01-01,1999-12-31
184,Nandita,Sarchand,NSARCHAN,650.509.1876,1987-09-09,SH_CLERK,4200,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1998-03-24,1999-12-31
184,Nandita,Sarchand,NSARCHAN,650.509.1876,1987-09-09,SH_CLERK,4200,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1999-01-01,1999-12-31
185,Alexis,Bull,ABULL,650.509.2876,1987-09-10,SH_CLERK,4100,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1998-03-24,1999-12-31
185,Alexis,Bull,ABULL,650.509.2876,1987-09-10,SH_CLERK,4100,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1999-01-01,1999-12-31
186,Julia,Dellinger,JDELLING,650.509.3876,1987-09-11,SH_CLERK,3400,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1998-03-24,1999-12-31
186,Julia,Dellinger,JDELLING,650.509.3876,1987-09-11,SH_CLERK,3400,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1999-01-01,1999-12-31
187,Anthony,Cabrio,ACABRIO,650.509.4876,1987-09-12,SH_CLERK,3000,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1998-03-24,1999-12-31
187,Anthony,Cabrio,ACABRIO,650.509.4876,1987-09-12,SH_CLERK,3000,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1999-01-01,1999-12-31
188,Kelly,Chung,KCHUNG,650.505.1876,1987-09-13,SH_CLERK,3800,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1998-03-24,1999-12-31
188,Kelly,Chung,KCHUNG,650.505.1876,1987-09-13,SH_CLERK,3800,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1999-01-01,1999-12-31
189,Jennifer,Dilly,JDILLY,650.505.2876,1987-09-14,SH_CLERK,3600,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1998-03-24,1999-12-31
189,Jennifer,Dilly,JDILLY,650.505.2876,1987-09-14,SH_CLERK,3600,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1999-01-01,1999-12-31
190,Timothy,Gates,TGATES,650.505.3876,1987-09-15,SH_CLERK,2900,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1998-03-24,1999-12-31
190,Timothy,Gates,TGATES,650.505.3876,1987-09-15,SH_CLERK,2900,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1999-01-01,1999-12-31
191,Randall,Perkins,RPERKINS,650.505.4876,1987-09-16,SH_CLERK,2500,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1998-03-24,1999-12-31
191,Randall,Perkins,RPERKINS,650.505.4876,1987-09-16,SH_CLERK,2500,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1999-01-01,1999-12-31
192,Sarah,Bell,SBELL,650.501.1876,1987-09-17,SH_CLERK,4000,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1998-03-24,1999-12-31
192,Sarah,Bell,SBELL,650.501.1876,1987-09-17,SH_CLERK,4000,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1999-01-01,1999-12-31
193,Britney,Everett,BEVERETT,650.501.2876,1987-09-18,SH_CLERK,3900,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1998-03-24,1999-12-31
193,Britney,Everett,BEVERETT,650.501.2876,1987-09-18,SH_CLERK,3900,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1999-01-01,1999-12-31
194,Samuel,McCain,SMCCAIN,650.501.3876,1987-09-19,SH_CLERK,3200,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1998-03-24,1999-12-31
194,Samuel,McCain,SMCCAIN,650.501.3876,1987-09-19,SH_CLERK,3200,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1999-01-01,1999-12-31
195,Vance,Jones,VJONES,650.501.4876,1987-09-20,SH_CLERK,2800,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1998-03-24,1999-12-31
195,Vance,Jones,VJONES,650.501.4876,1987-09-20,SH_CLERK,2800,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1999-01-01,1999-12-31
196,Alana,Walsh,AWALSH,650.507.9811,1987-09-21,SH_CLERK,3100,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1998-03-24,1999-12-31
196,Alana,Walsh,AWALSH,650.507.9811,1987-09-21,SH_CLERK,3100,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1999-01-01,1999-12-31
197,Kevin,Feeney,KFEENEY,650.507.9822,1987-09-22,SH_CLERK,3000,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1998-03-24,1999-12-31
197,Kevin,Feeney,KFEENEY,650.507.9822,1987-09-22,SH_CLERK,3000,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1999-01-01,1999-12-31
198,Donald,OConnell,DOCONNEL,650.507.9833,1987-09-23,SH_CLERK,2600,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1998-03-24,1999-12-31
198,Donald,OConnell,DOCONNEL,650.507.9833,1987-09-23,SH_CLERK,2600,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1999-01-01,1999-12-31
199,Douglas,Grant,DGRANT,650.507.9844,1987-09-24,SH_CLERK,2600,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1998-03-24,1999-12-31
199,Douglas,Grant,DGRANT,650.507.9844,1987-09-24,SH_CLERK,2600,0.0,50,2,"America",US,United States of America,1500,2011 Interiors Blvd,99236,South San Francisco,California,Shipping,121,Stock Clerk,2000,5000,1999-01-01,1999-12-31
201,Michael,Hartstein,MHARTSTE,515.123.5555,1987-09-26,MK_MAN,13000,0.0,20,2,"America",CA,Canada,1800,147 Spadina Ave,M5V 2L7,Toronto,Ontario,Marketing,201,Marketing Representative,4000,9000,1996-02-17,1999-12-19
202,Pat,Fay,PFAY,603.123.6666,1987-09-27,MK_REP,6000,0.0,20,2,"America",CA,Canada,1800,147 Spadina Ave,M5V 2L7,Toronto,Ontario,Marketing,201,Marketing Representative,4000,9000,1996-02-17,1999-12-19
205,Shelley,Higgins,SHIGGINS,515.123.8080,1987-09-30,AC_MGR,12000,0.0,110,2,"America",US,United States of America,1700,2004 Charade Rd,98199,Seattle,Washington,Accounting,205,Accounting Manager,8200,16000,1993-10-28,1997-03-15
205,Shelley,Higgins,SHIGGINS,515.123.8080,1987-09-30,AC_MGR,12000,0.0,110,2,"America",US,United States of America,1700,2004 Charade Rd,98199,Seattle,Washington,Accounting,205,Public Accountant,4200,9000,1989-09-21,1993-10-27
206,William,Gietz,WGIETZ,515.123.8181,1987-10-01,AC_ACCOUNT,8300,0.0,110,2,"America",US,United States of America,1700,2004 Charade Rd,98199,Seattle,Washington,Accounting,205,Accounting Manager,8200,16000,1993-10-28,1997-03-15
206,William,Gietz,WGIETZ,515.123.8181,1987-10-01,AC_ACCOUNT,8300,0.0,110,2,"America",US,United States of America,1700,2004 Charade Rd,98199,Seattle,Washington,Accounting,205,Public Accountant,4200,9000,1989-09-21,1993-10-27
